title,subTitle,totalScore,categoryName,address,locatedIn,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,reviewsCountText,reviewsCount,imageUrls
AURORA COOLING SOLUTIONS,,3.7,Air conditioning repair service,"13th Cross Rd, Jayanagar East, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038",,"XJGP+R8 Bengaluru, Karnataka",,096321 44100,,,,72,ChIJezQ5haMWrjsRjgpo5BMZ3Rw,"https://www.google.com/maps/place/AURORA+COOLING+SOLUTIONS/@12.9770497,77.633562,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16a38539347b:0x1cdd1913e4680a8e!8m2!3d12.9770497!4d77.6357507?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9770497,""lng"":77.6357507}",2021-02-08T16:02:52.024Z,,,17,17,"[""https://lh5.googleusercontent.com/p/AF1QipMrJraVV7iZUbX2lF2RBVoJrx1v9eidHaayD-cH=w1920-h1080-k-no""]"
Aircare Engineers,,5,Air conditioning repair service,"GUN TROOPS OFFICERS COLONY, Gowthamapuram, Jogupalya, Bengaluru, Karnataka 560008",,"XJ9F+CV Bengaluru, Karnataka",aircareengineering.in,,,,,75,ChIJ2QkLVScUrjsRifHEfvw6v94,"https://www.google.com/maps/place/Aircare+Engineers/@12.968597,77.6225049,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1427550b09d9:0xdebf3afc7ec4f189!8m2!3d12.968597!4d77.6246936?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.968597,""lng"":77.6246936}",2021-02-08T16:03:02.530Z,,,2,2,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Achi Air Condition System,,5,Air conditioning repair service,"# 44 Veerapillai Street, Shivajinagar, Bengaluru, Karnataka 560001",,"XJM6+5C Bengaluru, Karnataka",,098450 63517,,,,64,ChIJSasuD4kWrjsRHLolaALtqgY,"https://www.google.com/maps/place/Achi+Air+Condition+System/@12.982972,77.608844,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16890f2eab49:0x6aaed026825ba1c!8m2!3d12.982972!4d77.6110327?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.982972,""lng"":77.6110327}",2021-02-08T16:03:05.033Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipOWI6n77jxZxCXTs5kud8LqgQP0xMyiiDT-M2xV=w1920-h1080-k-no""]"
Washing Machine and refrigerator and microwave oven and ac repair center in bangalore,,,Washer & dryer repair service,"M.G. Railway Colony, Sevashrama, Bengaluru, Karnataka 560023",,"XHH8+PQ Bengaluru, Karnataka",,,,,,73,ChIJbRXTt-kXrjsRepUMlQP15PA,"https://www.google.com/maps/place/Washing+Machine+and+refrigerator+and+microwave+oven+and+ac+repair+center+in+bangalore/@12.9792817,77.5647684,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17e9b7d3156d:0xf0e4f503950c957a!8m2!3d12.9792817!4d77.5669571?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9792817,""lng"":77.5669571}",2021-02-08T16:02:51.906Z,,,,,"[""https://lh5.googleusercontent.com/p/AF1QipMOSw1K1kx78zOJ9Vr53xRh-xZJh6UZh5irc7SY=w1920-h1080-k-no""]"
Aircool ac repair and service,,5,Air conditioning repair service,"near, Mahadevapur, Circle, Hoodi, Bengaluru, Karnataka 560048",,"XPR8+RF Bengaluru, Karnataka",,095381 30012,,,,68,ChIJE3QMY3wRrjsRLkoJrpyS1NU,"https://www.google.com/maps/place/Aircool+ac+repair+and+service/@12.992099,77.7140193,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae117c630c7413:0xd5d4929cae094a2e!8m2!3d12.992099!4d77.716208?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.992099,""lng"":77.716208}",2021-02-08T16:03:08.942Z,,,4,4,"[""https://lh5.googleusercontent.com/p/AF1QipOMaOdPzB4-FKhq9oPzqnhQC58NZRMeXwL7COlt=w1920-h1080-k-no""]"
refrigerator Washing Machine Microwave Oven and AC repair center in bangalore,,4,Refrigerator repair service,"Bashyam Nagar, Lakshminarayanapuram, Rajajinagar, Bengaluru, Karnataka 560021",,"XHR8+QQ Bengaluru, Karnataka",,,,,,69,ChIJXc7OeqUXrjsRCwpWJbaFpY4,"https://www.google.com/maps/place/refrigerator+Washing+Machine+Microwave+Oven+and+AC+repair+center+in+bangalore/@12.9919966,77.5647684,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17a57acece5d:0x8ea585b625560a0b!8m2!3d12.9919966!4d77.5669571?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9919966,""lng"":77.5669571}",2021-02-08T16:03:10.042Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
M R Air Conditions,,4.8,Air conditioning repair service,"no 21, Mysore Road, 32, 1st Main Rd, near govt school, Byatarayanapura, Bengaluru, Karnataka 560026",,"WGXR+XQ Bengaluru, Karnataka",business.site,090608 08285,,,,70,ChIJh3b3rhM-rjsRBE9t8UKhP8Q,"https://www.google.com/maps/place/M+R+Air+Conditions/@12.9499401,77.5396981,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3e13aef77687:0xc43fa142f16d4f04!8m2!3d12.9499401!4d77.5418868?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9499401,""lng"":77.5418868}",2021-02-08T16:03:10.076Z,,,17,17,"[""https://lh5.googleusercontent.com/p/AF1QipNTkuFNAlonQ9R2App-2CQ7KbKLFX3_NTvpqJPs=w1920-h1080-k-no""]"
Pinnacle Refrigerator Services,,1.5,Air conditioning repair service,"Horamavu Agara Main Road 1st Block, Mallappa Layout, Prakruthi Twp, Bengaluru, Karnataka 560043",,"2MJ3+25 Bengaluru, Karnataka",,080505 96483,,,,71,ChIJXZG9LzMXrjsRyeQsGuB95n8,"https://www.google.com/maps/place/Pinnacle+Refrigerator+Services/@13.0300373,77.650775,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17332fbd915d:0x7fe67de01a2ce4c9!8m2!3d13.0300373!4d77.6529637?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.0300373,""lng"":77.6529637}",2021-02-08T16:03:13.209Z,,,8,8,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Air conditioning repair and services,,,Air conditioning repair service,"1317, 5th Main Rd, 5thcross, Prakash Nagar, Rajajinagar, Bengaluru, Karnataka 560010",,"XHV5+RF Bengaluru, Karnataka",,099020 84791,,,,65,ChIJZcyZwDg9rjsRcAxtFnw0kgw,"https://www.google.com/maps/place/Air+conditioning+repair+and+services/@12.9945265,77.5564392,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d38c099cc65:0xc92347c166d0c70!8m2!3d12.9945265!4d77.5586279?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9945265,""lng"":77.5586279}",2021-02-08T16:03:09.955Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
ac service,,5,Air conditioning repair service,,,,comfortcooling.com,,,,,50,ChIJiSCku2YNrjsRqQkfJxnI-Fc,"https://www.google.com/maps/place/ac+service/@12.9538477,77.3507442,10z/data=!3m1!4b1!4m5!3m4!1s0x3bae0d66bba42089:0x57f8c819271f09a9!8m2!3d12.9539974!4d77.6309395?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9539974,""lng"":77.6309395}",2021-02-08T16:03:29.331Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
GODREJ Washing Machine &Refrigerator AC Repair & Center AH EICHER TRACTOR,,3.9,Washer & dryer repair service,"Opp Indian Oil Bunk Shivananda Circle, Bengaluru, Karnataka",,"XHPJ+77 Bengaluru, Karnataka",tafe.com,,,,,63,ChIJ7da0MhQWrjsRTXtG-46W744,"https://www.google.com/maps/place/GODREJ+Washing+Machine+%26Refrigerator+AC+Repair+%26+Center+AH+EICHER+TRACTOR/@12.985713,77.5785097,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae161432b4d6ed:0x8eef968efb467b4d!8m2!3d12.985713!4d77.5806984?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.985713,""lng"":77.5806984}",2021-02-08T16:03:29.723Z,,,8,8,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Breeze Air,,5,Air conditioning repair service,"L-111, 4th Main Rd, Bashyam Nagar, Lakshminarayanapuram, Rajajinagar, Bengaluru, Karnataka 560021",,"XHR6+JW Bengaluru, Karnataka",breeze-air.business.site,077607 73775,,,,46,ChIJX7afgyAWrjsRz9dqHF59PDQ,"https://www.google.com/maps/place/Breeze+Air/@12.9915919,77.5600698,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1620839fb65f:0x343c7d5e1c6ad7cf!8m2!3d12.9915919!4d77.5622585?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9915919,""lng"":77.5622585}",2021-02-08T16:03:40.254Z,,,5,5,"[""https://lh5.googleusercontent.com/p/AF1QipO5JuaYwXBXSNFq4myZ8GFekfCLJbNzWXKq1alJ=w1920-h1080-k-no""]"
Washing Machine and Refrigerator and Microwave oven and AC Repair Center in Bagalakunte,,3,Washer & dryer repair service,"Manjunatha Nagar, Bagalakunte, Bengaluru, Karnataka 560073",,"3F3W+PX Bengaluru, Karnataka",godrejappliances.com,,,,,57,ChIJQyV0EowjrjsRJ6FHmy3A1_4,"https://www.google.com/maps/place/Washing+Machine+and+Refrigerator+and+Microwave+oven+and+AC+Repair+Center+in+Bagalakunte/@13.0543297,77.4952529,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae238c12742543:0xfed7c02d9b47a127!8m2!3d13.0543297!4d77.4974416?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.0543297,""lng"":77.4974416}",2021-02-08T16:03:42.072Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Daikin AC Window Split Air Conditioner Service Center Bengaluru,,,Appliance repair service,"108, Balepete, Chickpet, Bengaluru, Karnataka 560053",,"XHFG+87 Bengaluru, Karnataka",,,,,,51,ChIJpwEgNQ8WrjsRUEIBXpgfOXM,"https://www.google.com/maps/place/Daikin+AC+Window+Split+Air+Conditioner+Service+Center+Bengaluru/@12.9732543,77.5734519,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae160f352001a7:0x73391f985e014250!8m2!3d12.9732543!4d77.5756406?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9732543,""lng"":77.5756406}",2021-02-08T16:03:30.402Z,,,,,"[""https://lh5.googleusercontent.com/p/AF1QipPywwC_mL3kwgD4lvzgi8PUu87WlPByki-QfUFA=w1920-h1080-k-no""]"
ks cooling solution,,4.9,Air conditioning repair service,"#426, LD 1-2, Basement, Star Plaza, OPH, Jumma Masjid Rd, Shivaji Nagar, Bengaluru, Karnataka 560001",,"XJM4+JP Bengaluru, Karnataka",,,,,,44,ChIJjZMmGmIWrjsRDT2mF35Tx5s,"https://www.google.com/maps/place/ks+cooling+solution/@12.9840574,77.6045789,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16621a26938d:0x9bc7537e17a63d0d!8m2!3d12.9840574!4d77.6067676?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9840574,""lng"":77.6067676}",2021-02-08T16:03:46.088Z,,,33,33,"[""https://lh5.googleusercontent.com/p/AF1QipPwCuHYlOfjKMbpdi4_UQMgK5q3zAPENwTAkd86=w1920-h1080-k-no""]"
Riza Cool Engineering / RO water purifier repair and services /water dispensers repair and services /water cooler repair and services /deep freezer repair and services / water heater repair and services/AC repair and services/fridge repair and services/Blue Star/Voltas/LG/Lylod/Whirlpool/Samsung,,4,Air conditioning repair service,"No 7 B NO frezar town, Bharti Nagar, Bengaluru, Karnataka 560051",,"XHRG+75 Bengaluru, Karnataka",business.site,098450 70992,,,,49,ChIJGVZsnWEWrjsR-zb3V9K77wQ,"https://www.google.com/maps/place/Riza+Cool+Engineering+%2F+RO+water+purifier+repair+and+services+%2Fwater+dispensers+repair+and+services+%2Fwater+cooler+repair+and+services+%2Fdeep+freezer+repair+and+services+%2F+water+heater+repair+and+services%2FAC+repair+and+services%2Ffridge+repair+and+services%2FBlue+Star%2FVoltas%2FLG%2FLylod%2FWhirlpool%2FSamsung/@12.9907379,77.5732198,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16619d6c5619:0x4efbbd257f736fb!8m2!3d12.9907379!4d77.5754085?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9907379,""lng"":77.5754085}",2021-02-08T16:03:48.265Z,,,6,6,"[""https://lh5.googleusercontent.com/p/AF1QipMhNaqVNpqR0Xhj5RWf-7mqMTnrl2tlXZGe6OMj=w1920-h1080-k-no""]"
Whirlpool AC Washing Machine Refrigerator Service Center Bangalore,,,Washer & dryer repair service,"Upparpete, Chickpet, Bengaluru, Karnataka 560053",,"XHFC+CW Bengaluru, Karnataka",,,1,,,62,ChIJQ3_3xHUXrjsRoao7cL2kXfE,"https://www.google.com/maps/place/Whirlpool+AC+Washing+Machine+Refrigerator+Service+Center+Bangalore/@12.973537,77.5701415,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1775c4f77f43:0xf15da4bd703baaa1!8m2!3d12.973537!4d77.5723302?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.973537,""lng"":77.5723302}",2021-02-08T16:03:40.178Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Toptechno AC Repair and Services MG Road,,4.5,Air conditioning repair service,"NO 8/2 Novel Office Center, Ulsoor Rd, Bengaluru, Karnataka 560042",,"XJG9+3R Bengaluru, Karnataka",toptechno.tycoonscloud.com,,,,,37,ChIJMTwpj7cXrjsRcVJv8Oi7u0Q,"https://www.google.com/maps/place/Toptechno+AC+Repair+and+Services+MG+Road/@12.9751452,77.6174198,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17b78f293c31:0x44bbbbe8f06f5271!8m2!3d12.9751452!4d77.6196085?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9751452,""lng"":77.6196085}",2021-02-08T16:03:58.401Z,,,2,2,"[""https://lh5.googleusercontent.com/p/AF1QipNluQc085YNCQHjc26SxvE1oT55q-KXqIEomSfS=w1920-h1080-k-no""]"
Alpha Refrigeration-Ac washing machine Repair service Deepanjali Nagar vijay nagar rajaji nagar,,4.9,Air conditioning repair service,"# 27 10th Cross, Vinayaka Nagar, Near Arfath Masjid, Padarayana Pura, Bengaluru, Karnataka 560026",,"XG7W+5F Bengaluru, Karnataka",,063614 29221,1,,,33,ChIJ7WKYaLQ_rjsRp9_co4rz-jU,"https://www.google.com/maps/place/Alpha+Refrigeration-Ac+washing+machine+Repair+service+Deepanjali+Nagar+vijay+nagar+rajaji+nagar/@12.9629069,77.5439822,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3fb4689862ed:0x35faf38aa3dcdfa7!8m2!3d12.9629069!4d77.5461709?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9629069,""lng"":77.5461709}",2021-02-08T16:04:03.295Z,,,8,8,"[""https://lh5.googleusercontent.com/p/AF1QipMUmAE9x4_ofP4w2CmK7e3pThVUG6ZgUdyWsRqx=w1920-h1080-k-no""]"
Hz cooling solutions,,4.6,Air conditioning repair service,"#16 6th cross, Sirsi Rd, Chamrajpet, Bengaluru, Karnataka 560018",,"XH67+98 Bengaluru, Karnataka",,,,,,32,ChIJTzUg5BQVrjsRRtVBjU_x-O8,"https://www.google.com/maps/place/Hz+cooling+solutions/@12.9609524,77.561113,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1514e420354f:0xeff8f14f8d41d546!8m2!3d12.9609524!4d77.5633017?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9609524,""lng"":77.5633017}",2021-02-08T16:04:05.484Z,,,5,5,"[""https://lh5.googleusercontent.com/p/AF1QipPEO_L5Uu0IrHpJqULuE-EjEhDy7P0ZLsf16Goi=w1920-h1080-k-no""]"
Cool Tech,,4,Air conditioning repair service,"Shop No.39, Anthony Nicholas Street ,Opp Bangalore Foot Ball Stadium, Ashok Nagar, Bengaluru, Karnataka 560025",,"XJ96+62 Bengaluru, Karnataka",cooltech.co.in,080 4165 9127,,,,26,ChIJ_bXnKIAWrjsRPyGwHuk343k,"https://www.google.com/maps/place/Cool+Tech/@12.9681247,77.6078918,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae168028e7b5fd:0x79e337e91eb0213f!8m2!3d12.9681247!4d77.6100805?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9681247,""lng"":77.6100805}",2021-02-08T16:04:12.110Z,,,26,26,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Washing Machine and refrigerator and microwave oven and ac repair center in bangalore,,,Refrigerator repair service,"19, 1, 13th B Cross Rd, Agrahara Dasarahalli, Rajajinagar, Bengaluru, Karnataka 560079",,"XGHV+PW Bengaluru, Karnataka",,,,,,41,ChIJf5i-x509rjsREYw3rQ3RYWo,"https://www.google.com/maps/place/Washing+Machine+and+refrigerator+and+microwave+oven+and+ac+repair+center+in+bangalore/@12.9793394,77.5426653,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d9dc7be987f:0x6a61d10dad378c11!8m2!3d12.9793394!4d77.544854?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9715134,76.7534638,8z?hl=en",AC Repair in Bangalore,"{""lat"":12.9793394,""lng"":77.544854}",2021-02-08T16:03:57.668Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Chill out car AC,,5,Air conditioning repair service,"System bustand, Acharya building Opposite PA Bavan, Jalahalli Cross Rd, Chokkasandra, Peenya, Bengaluru, Karnataka 560058",,"2GP9+C4 Bengaluru, Karnataka",,,,,,13,ChIJD1AV_ME9rjsRUtCCgWnQRZM,"https://www.google.com/maps/place/Chill+out+car+AC/@13.0360104,77.5156813,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3dc1fc15500f:0x9345d0698182d052!8m2!3d13.0360104!4d77.51787?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9740638,77.5945977,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.0360104,""lng"":77.51787}",2021-02-08T16:04:17.123Z,,,68,68,"[""https://lh5.googleusercontent.com/p/AF1QipPIamyPbCFYONgj0PozcPyCaSoBO-I0yPM9KR99=w1920-h1080-k-no""]"
Cool services ac in Bangalore,,3.9,Air conditioning repair service,"ac installation changes, 83/2, 3th floor, Near, Ayyappa Temple Rd, Kaikondrahalli, Bengaluru, Karnataka 560035",,"2J4R+J9 Bengaluru, Karnataka",coolservices.in,,,,,5,ChIJxd6kAAwTrjsR1Fs6wcM0AdY,"https://www.google.com/maps/place/Cool+services+ac+in+Bangalore/@13.0066189,77.6387144,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae130c00a4dec5:0xd60134c3c13a5bd4!8m2!3d13.0066189!4d77.6409031?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9740638,77.5945977,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.0066189,""lng"":77.6409031}",2021-02-08T16:04:23.719Z,,,8,8,"[""https://lh5.googleusercontent.com/p/AF1QipMsVqP1WsysrAjGwgb6RHjIEnUdsSmieIwrnzze=w1920-h1080-k-no""]"
Saurabh Air Conditioners,,4.7,Air conditioning repair service,"12, 1st 'R' Block, 2nd Cross, Rajajinagar, Bengaluru, Karnataka 560010",,"2G5X+5Q Bengaluru, Karnataka",saurabhairconditioners.com,094480 78311,,,,11,ChIJETZ7JJ09rjsR7NTycUoyl2U,"https://www.google.com/maps/place/Saurabh+Air+Conditioners/@13.0079389,77.5472631,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d9d247b3611:0x6597324a71f2d4ec!8m2!3d13.0079389!4d77.5494518?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9740638,77.5945977,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.0079389,""lng"":77.5494518}",2021-02-08T16:04:24.205Z,,,3,3,"[""https://lh5.googleusercontent.com/p/AF1QipNQNIDlf3Nb7QusvP0bnyzTLTHYv49XAi5tj1Xy=w1920-h1080-k-no""]"
TECHNI COOL SOLUTIONS,,3.8,Air conditioning repair service,"#1,1st floor,ksfc layout, Oil Mill Rd, St Thomas Town, Bengaluru, Karnataka 560084",,"2J58+WX Bengaluru, Karnataka",technicoolindia.com,099809 18448,,,,18,ChIJgSA56t8WrjsRUAgiDBoXHjo,"https://www.google.com/maps/place/TECHNI+COOL+SOLUTIONS/@13.0097892,77.6152561,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16dfea392081:0x3a1e171a0c220850!8m2!3d13.0097893!4d77.6174448?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9966158,77.5708903,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.0097893,""lng"":77.6174448}",2021-02-08T16:06:17.233Z,,,4,4,"[""https://lh3.googleusercontent.com/o01SAhj8OdxKj6qoALDVX4N1xiztf1lbHF8MtxlmSlMEBu7Mf-pSVDuKMnnMkZ8_=w1920-h1080-k-no""]"
Ac repair and Service,,5,Air conditioning repair service,"108, 9th Main Rd, Pillanna Garden 3rd Stage, Pillanna Garden, Stage 3, Kadugondanahalli, Bengaluru, Karnataka 560084",,"2J69+P5 Bengaluru, Karnataka",,,,,,8,ChIJTXE8c5AXrjsRmYgmjYnKrbA,"https://www.google.com/maps/place/Ac+repair+and+Service/@13.0117873,77.6157918,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1790733c714d:0xb0adca898d268899!8m2!3d13.0117873!4d77.6179805?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9966158,77.5708903,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.0117873,""lng"":77.6179805}",2021-02-08T16:06:17.328Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipPl1nUKiu97cKPTs7w1nmiPoEJ8K73782kNTpFT=w1920-h1080-k-no""]"
AC repair Cool Services,,5,Air conditioning repair service,"# 2061 New m14 2nd Cross, Nagawara Main Rd, Kadugondanahalli, Bengaluru, Karnataka 560045",,"2J99+RG Bengaluru, Karnataka",cool-sarvices.business.site,089046 32209,,,,6,ChIJRdJ16wQXrjsRoVbl6w-aA5o,"https://www.google.com/maps/place/AC+repair+Cool+Services/@13.0195652,77.6166579,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1704eb75d245:0x9a039a0febe556a1!8m2!3d13.0195652!4d77.6188466?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9966158,77.5708903,10z?hl=en",AC Repair in Bangalore,"{""lat"":13.0195652,""lng"":77.6188466}",2021-02-08T16:06:22.125Z,,,15,15,"[""https://lh5.googleusercontent.com/p/AF1QipN7Trr9a7bu9M17nsBpJNi-tAafx0UjS9dfEthv=w1920-h1080-k-no""]"
"Services4sure - AC, Refrigerator, Television, Washing Machine etc. repair services in Bangalore",,4.9,Appliance repair service,"DJ Halli, 118, 3rd Cross Rd, Muneeshwara Nagar, Amar layout, Kaval Bairasandra, Bengaluru, Karnataka 560045",,"2J96+6P Bengaluru, Karnataka",,,,,,25,ChIJ16y4h2kXrjsRg6odrBcroyI,"https://www.google.com/maps/place/Services4sure+-+AC,+Refrigerator,+Television,+Washing+Machine+etc.+repair+services+in+Bangalore/@13.0180442,77.6095765,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae176987b8acd7:0x22a32b17ac1daa83!8m2!3d13.0180442!4d77.6117652?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9940613,76.7297565,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.0180442,""lng"":77.6117652}",2021-02-08T16:06:28.453Z,,,17,17,"[""https://lh5.googleusercontent.com/p/AF1QipMWxx-OuwGcKxpvMcVslOyqeiHOLNIqZHswn57n=w1920-h1080-k-no""]"
whirlpool air conditioner customer care bangalore,,3.5,Air conditioning repair service,"HBR Layout 4th Block, HBR Layout, Bengaluru, Karnataka 560043",,"2JJM+88 Bengaluru, Karnataka",whirlpool.com,,,,,39,ChIJgXCi0z0XrjsR7ZbecpVPNFE,"https://www.google.com/maps/place/whirlpool+air+conditioner+customer+care+bangalore/@13.0307925,77.6311675,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae173dd3a27081:0x51344f9572de96ed!8m2!3d13.0307925!4d77.6333562?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9940613,76.7297565,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.0307925,""lng"":77.6333562}",2021-02-08T16:06:29.597Z,,,2,2,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Complete Solutions Air Cooling Systems,,5,Air conditioning repair service,"3, 14th Cross Rd, Mahbub Nagar, Nagawara, Bengaluru, Karnataka 560045",,"2JM8+VG Bengaluru, Karnataka",,,,,,54,ChIJa3Xo3wwXrjsR_Egv3p-z26s,"https://www.google.com/maps/place/Complete+Solutions+Air+Cooling+Systems/@13.0346991,77.6141081,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae170cdfe8756b:0xabdbb39fde2f48fc!8m2!3d13.0346991!4d77.6162968?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@12.9940613,76.7297565,8z?hl=en",AC Repair in Bangalore,"{""lat"":13.0346991,""lng"":77.6162968}",2021-02-08T16:06:32.865Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
