title,subTitle,totalScore,categoryName,address,locatedIn,neighborhood,street,city,postalCode,state,countryCode,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,reviewsCountText,reviewsCount,imageUrls
FixMyKars,,4.3,Car Service Station,"ARR building, 100/1, 11th cross, Horamavu Main Rd, Munireddy Layout, Bengaluru, Karnataka 560043",,"ARR building, 100/1, 11th cross, Horamavu Main Rd","ARR building, 100/1, 11th cross, Horamavu Main Rd",Bengaluru,560043,Karnataka,IN,"2MF5+59 Bengaluru, Karnataka",fixmykars.com,070900 09537,,,,282,ChIJC_5Ew9MQrjsRxpRBvXQFgzM,"https://www.google.com/maps/place/FixMyKars/@13.0229394,77.6561976,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae10d3c344fe0b:0x33830574bd4194c6!8m2!3d13.0229394!4d77.6583863?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0229394,""lng"":77.6583863}",2021-02-05T20:27:42.164Z,,,323,323,"[""https://lh5.googleusercontent.com/p/AF1QipOvzOX7OyXbkS1HfkSAiaPRiHLUlMm6ZFSgku_x=w1920-h1080-k-no""]"
Meesh Games,,4.4,Game store,"1079, 12th Main Rd, near Swamy Vivekananda Park, West of Chord Road, Stage 2, Nagapura, Bengaluru, Karnataka 560086",,"1079, 12th Main Rd, near Swamy Vivekananda Park","1079, 12th Main Rd, near Swamy Vivekananda Park",Bengaluru,560086,Karnataka,IN,"XGXV+F2 Bengaluru, Karnataka",meeshgames.com,098452 66833,,,,280,ChIJEVPs15k9rjsR34QLZQADDkA,"https://www.google.com/maps/place/Meesh+Games/@12.99868,77.5403953,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d99d7ec5311:0x400e0300650b84df!8m2!3d12.99868!4d77.542584?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.99868,""lng"":77.542584}",2021-02-05T20:27:51.585Z,,,308,308,"[""https://lh5.googleusercontent.com/p/AF1QipPt4-5VvDlcDLTveh3cyZkdWt1frTEEt0NQ6dAd=w1920-h1080-k-no""]"
Big Bazaar,,4,Hypermarket,"5&6, Chord Rd, near Iskon Temple, Yeshwanthpur Industrial Suburb, Ward 14, Bengaluru, Karnataka 560086",,"5&6, Chord Rd, near Iskon Temple","5&6, Chord Rd, near Iskon Temple",Bengaluru,560086,Karnataka,IN,"2H63+W8 Bengaluru, Karnataka",bigbazaar.com,,,,,279,ChIJfc8IuJo9rjsRTCjS_q6aN4U,"https://www.google.com/maps/place/Big+Bazaar/@13.0122566,77.5511064,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d9ab808cf7d:0x85379aaefed2284c!8m2!3d13.0122566!4d77.5532951?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0122566,""lng"":77.5532951}",2021-02-05T20:28:02.042Z,,,"17,516",17516,"[""https://lh5.googleusercontent.com/p/AF1QipO4NyYd9VlHuEdR6MgHwjgsVynkNufeRAr1X-m1=w1920-h1080-k-no""]"
V G P Electronics Goods,,5,Appliance store,"48, MS Complex, Mosque Road, Frazer Town, Bengaluru, Karnataka 560005",,"48, MS Complex, Mosque Road, Frazer Town","48, MS Complex, Mosque Road, Frazer Town",Bengaluru,560005,Karnataka,IN,"XJW7+RJ Bengaluru, Karnataka",,,,,,278,ChIJWZyZFfEWrjsR4x857VCzlSY,"https://www.google.com/maps/place/V+G+P+Electronics+Goods/@12.9971051,77.6119029,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16f115999c59:0x2695b350ed391fe3!8m2!3d12.9971051!4d77.6140916?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9971051,""lng"":77.6140916}",2021-02-05T20:28:05.089Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipPqtQw90E51spt2UATSSmB1072clUc6FxHKgC1R=w1920-h1080-k-no""]"
Lighting,,4.5,Lighting store,"2, BVK Iyengar Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053",,"2, BVK Iyengar Rd","2, BVK Iyengar Rd",Bengaluru,560053,Karnataka,IN,"XHFG+3R Bengaluru, Karnataka",,,,,,277,ChIJ0Wb_0Q4WrjsR_ylOG2qogOk,"https://www.google.com/maps/place/Lighting/@12.9726506,77.5748875,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae160ed1ff66d1:0xe980a86a1b4e29ff!8m2!3d12.9726506!4d77.5770762?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9726506,""lng"":77.5770762}",2021-02-05T20:28:07.601Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Croma,,4,Electronics store,"Samarth, Plot No.20, New BEL Rd, Jaladarsini Layout, Mathikere, Bengaluru, Karnataka 560054",,"Samarth, Plot No.20, New BEL Rd","Samarth, Plot No.20, New BEL Rd",Bengaluru,560054,Karnataka,IN,"2HJ9+PX Bengaluru, Karnataka",croma.com,,,,,276,ChIJ7QNmpd0XrjsRTS16PKshCac,"https://www.google.com/maps/place/Croma/@13.0318279,77.5677122,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17dda56603ed:0xa70921ab3c7a2d4d!8m2!3d13.0318279!4d77.5699009?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0318279,""lng"":77.5699009}",2021-02-05T20:28:14.083Z,,,"2,011",2011,"[""https://lh5.googleusercontent.com/p/AF1QipOtQlAaAJhWl7lArM2CbuHXr6Dkdz4KMQHxIoOr=w1920-h1080-k-no""]"
HP EXCLUSIVE STORE,,5,Computer store,"46, HMT Main Rd, Gokula 1st Stage, M S R Nagar, Mathikere, Bengaluru, Karnataka 560054",,"46, HMT Main Rd","46, HMT Main Rd",Bengaluru,560054,Karnataka,IN,"2HH6+9Q Bengaluru, Karnataka",hp.com,,,,,275,ChIJObM8hrI9rjsRJN8Azw0UyLc,"https://www.google.com/maps/place/HP+EXCLUSIVE+STORE/@13.0283853,77.5597486,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3db2863cb339:0xb7c8140dcf00df24!8m2!3d13.0283853!4d77.5619373?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0283853,""lng"":77.5619373}",2021-02-05T20:28:17.818Z,,,13,13,"[""https://lh5.googleusercontent.com/p/AF1QipNSBGNEnrA4pVglPfnnabasR-lf7LYZZuyRb5mm=w1920-h1080-k-no""]"
Apple iPhone iPad Macbook Service Center Sahakar Nagar Bangalore,,1,Mobile phone repair shop,"1st Main Rd, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",,1st Main Rd,1st Main Rd,Bengaluru,560092,Karnataka,IN,"3H6P+MW Bengaluru, Karnataka",apple.com,,,,,274,ChIJXSLE_c0ZrjsRR6tZB8_AXpc,"https://www.google.com/maps/place/Apple+iPhone+iPad+Macbook+Service+Center+Sahakar+Nagar+Bangalore/@13.0617142,77.5851082,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae19cdfdc4225d:0x975ec0cf0759ab47!8m2!3d13.0617142!4d77.5872969?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0617142,""lng"":77.5872969}",2021-02-05T20:28:21.525Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Reliance Digital,,3.8,Electronics store,"No. 871, ND Elite, Dr MC Modi Hospital Rd, West of Chord Road 2nd Stage, West of Chord Road, Stage 2, Basaweshwarnagar, Bengaluru, Karnataka 560086",,"No. 871, ND Elite, Dr MC Modi Hospital Rd","No. 871, ND Elite, Dr MC Modi Hospital Rd",Bengaluru,560086,Karnataka,IN,"XGXV+3M Bengaluru, Karnataka",reliancedigital.in,080 2323 0341,,,,271,ChIJpZ45T5c9rjsRLHqhnz595bY,"https://www.google.com/maps/place/Reliance+Digital/@12.9976631,77.5419411,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d974f399ea5:0xb6e57d3e9fa17a2c!8m2!3d12.9976631!4d77.5441298?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9976631,""lng"":77.5441298}",2021-02-05T20:28:31.882Z,,,"2,133",2133,"[""https://lh5.googleusercontent.com/p/AF1QipPyOMkPpmWI3WjEx27r-h6lziGclMJ6szd_j0F7=w1920-h1080-k-no""]"
Reliance Digital,,3.9,Electronics store,"No. 19 and 19A, New BEL Rd, Jaladarshini Layout, Mathikere, Bengaluru, Karnataka 560094",,"No. 19 and 19A, New BEL Rd","No. 19 and 19A, New BEL Rd",Bengaluru,560094,Karnataka,IN,"2HJ9+MX Bengaluru, Karnataka",reliancedigital.in,080 4121 0036,,,,272,ChIJZZnngWoYwTsRaKPJfftOtCU,"https://www.google.com/maps/place/Reliance+Digital/@13.0316715,77.5677905,17z/data=!3m1!4b1!4m5!3m4!1s0x3bc1186a81e79965:0x25b44efb7dc9a368!8m2!3d13.031662!4d77.5699581?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.031662,""lng"":77.5699581}",2021-02-05T20:28:33.775Z,,,888,888,"[""https://lh5.googleusercontent.com/p/AF1QipOXl6FutcIKtK1jvMIaKFHX-akCI6rhDx44oZ1Z=w1920-h1080-k-no""]"
aditya car air conditioners,,3.7,Car Service Station,"#6/3,opp.indian oil petrol bunk, marthahalli outer ring road, belandur, Bengaluru, Karnataka 560103",,"#6/3,opp.indian oil petrol bunk, marthahalli outer ring road, belandur","#6/3,opp.indian oil petrol bunk, marthahalli outer ring road, belandur",Bengaluru,560103,Karnataka,IN,"WMF9+3X Bengaluru, Karnataka",adityacarac.com,098450 59625,,,,269,ChIJ6Zs9i3YTrjsRQdKTE6bhE88,"https://www.google.com/maps/place/aditya+car+air+conditioners/@12.922678,77.6677393,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae13768b3d9be9:0xcf13e1a61393d241!8m2!3d12.922678!4d77.669928?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.922678,""lng"":77.669928}",2021-02-05T20:28:35.303Z,,,47,47,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
LocalRamu,,3.3,Appliance repair service,"LocalRamu #188, Janardhan tower, 1st Floor Agara village HSR Sectore 1, Bengaluru, Karnataka 560102",,"LocalRamu #188, Janardhan tower, 1st Floor Agara village HSR Sectore 1","LocalRamu #188, Janardhan tower, 1st Floor Agara village HSR Sectore 1",Bengaluru,560102,Karnataka,IN,"WJFX+G3 Bengaluru, Karnataka",localramu.com,076764 07640,,,,270,ChIJ8Vd2UocUrjsRUX4GOiWaLCI,"https://www.google.com/maps/place/LocalRamu/@12.9238201,77.6454478,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1487527657f1:0x222c9a253a067e51!8m2!3d12.9238201!4d77.6476365?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9238201,""lng"":77.6476365}",2021-02-05T20:28:37.274Z,,,"1,011",1011,"[""https://lh5.googleusercontent.com/p/AF1QipNpMb2mWTmMN-uPbcOvAPFZv_GSCMAe23YZ7WCg=w1920-h1080-k-no""]"
Panasonic India Rds & Co.,,,Electronics store,"100 Ft. Rd, Dickenson Road, near Manipal Center, Bengaluru, Karnataka 560002",,"100 Ft. Rd, Dickenson Road, near Manipal Center","100 Ft. Rd, Dickenson Road, near Manipal Center",Bengaluru,560002,Karnataka,IN,"XHCV+JR Bengaluru, Karnataka",stores.in.panasonic.com,080 4748 4709,,,,273,ChIJH8RIddQXrjsRcd2B8AM0PSM,"https://www.google.com/maps/place/Panasonic+India+Rds+%26+Co./@12.9716055,77.5923562,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17d47548c41f:0x233d3403f081dd71!8m2!3d12.9716055!4d77.5945449?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9716055,""lng"":77.5945449}",2021-02-05T20:28:23.068Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Latitude Air Conditioners,,4.6,Air conditioning contractor,"10/6, 1st Floor, 10, Next to Reliance Fresh, Thambu Chetty Palya, Krishnarajapura, Bengaluru, Karnataka 560036",,"10/6, 1st Floor, 10, Next to Reliance Fresh","10/6, 1st Floor, 10, Next to Reliance Fresh",Bengaluru,560036,Karnataka,IN,"2MCW+WP Bengaluru, Karnataka",,085539 83061,,,,268,ChIJC5yQaSMWrjsRFf9IRNw5UuE,"https://www.google.com/maps/place/Latitude+Air+Conditioners/@13.0223177,77.6945875,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae162369909c0b:0xe15239dc4448ff15!8m2!3d13.0223218!4d77.6967563?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0223218,""lng"":77.6967563}",2021-02-05T20:28:49.645Z,,,7,7,"[""https://lh5.googleusercontent.com/p/AF1QipMffeZflhkmJm81FM5prCVwz8XgmBay1H_BXzw5=w1920-h1080-k-no""]"
HelpForSure,,4.1,Computer repair service,"Whitefield Main Rd, Brigade Metropolis, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048",,Whitefield Main Rd,Whitefield Main Rd,Bengaluru,560048,Karnataka,IN,"XPV3+65 Bengaluru, Karnataka",helpforsureapp.com,099808 79514      iphone 78iphone 8 plus6,,,,266,ChIJafMPBZ8RrjsRL6N_kjj71Ds,"https://www.google.com/maps/place/HelpForSure/@12.9931228,77.700786,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae119f050ff369:0x3bd4fb38927fa32f!8m2!3d12.9931228!4d77.7029747?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9931228,""lng"":77.7029747}",2021-02-05T20:28:52.571Z,,,757,757,"[""https://lh5.googleusercontent.com/p/AF1QipMT_QobI1QJAwBSAPFN43seeuE_dh-mYWOu_Bdq=w1920-h1080-k-no""]"
Sri Manjunatha Electricals,,5,Electrical repair shop,"#135/3, 3rd Stage, 3rd Block, 88a Last Bus Stop, 5th Main Rd, Saneguruvanahalli, Basaveshwar Nagar, Bengaluru, Karnataka 560079",,"#135/3, 3rd Stage, 3rd Block, 88a Last Bus Stop, 5th Main Rd","#135/3, 3rd Stage, 3rd Block, 88a Last Bus Stop, 5th Main Rd",Bengaluru,560079,Karnataka,IN,"XGQV+H3 Bengaluru, Karnataka",,098451 37141,1,,,264,ChIJDzJl5pQ9rjsRB9TSNZhy6OA,"https://www.google.com/maps/place/Sri+Manjunatha+Electricals/@12.9889172,77.5405218,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d94e665320f:0xe0e8729835d2d407!8m2!3d12.9889172!4d77.5427105?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9889172,""lng"":77.5427105}",2021-02-05T20:28:56.608Z,,,2,2,"[""https://lh6.googleusercontent.com/proxy/qFmyRUEJvi0EOQLbYc7YPIVqPMnpVVJXMPWMW29ZM-9Qeqd89Ku_5t8n6KhRuLvYUuiDlMDGrMbviTcFY4K2fKqnGuNFJ7f3Mpll52IK3Gcfly4AtAcgGjaXmI5E_9BRT4uMzvevE2jZJ8Dxu8uTLeCCSJA=w1920-h1080-k-no""]"
Daikin AC Dealers,,3,Air compressor supplier,"No.55,1ST FLR, NR Everest Theatre, Kenchappa RD,, Frazer, Bengaluru, Karnataka 560005",,"No.55,1ST FLR, NR Everest Theatre, Kenchappa RD,, Frazer","No.55,1ST FLR, NR Everest Theatre, Kenchappa RD,, Frazer",Bengaluru,560005,Karnataka,IN,"2J29+2C Bengaluru, Karnataka",daikinindia.com,080 2580 2593,1,,,267,ChIJcz0IMPAWrjsRov1NyKxdyGU,"https://www.google.com/maps/place/Daikin+AC+Dealers/@13.0000927,77.6163847,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16f030083d73:0x65c85dacc84dfda2!8m2!3d13.0001695!4d77.6185824?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0001695,""lng"":77.6185824}",2021-02-05T20:28:56.620Z,,,2,2,"[""https://lh5.googleusercontent.com/p/AF1QipPOYmTXaEZzlxEuv-f4tHCLxoF86qcpeFbU8GSG=w1920-h1080-k-no""]"
Tv Repair & Services,,1,Television repair service,"No 200, Outer Ring Rd, 4th Block, Katturgappa, Banashankari, Bengaluru, Karnataka 560085",,"No 200, Outer Ring Rd","No 200, Outer Ring Rd",Bengaluru,560085,Karnataka,IN,"WGHW+C8 Bengaluru, Karnataka",,,,,,262,ChIJ6XvHtlI_rjsRX-b9NJfV4-o,"https://www.google.com/maps/place/Tv+Repair+%26+Services/@12.9285501,77.5436333,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3f52b6c77be9:0xeae3d59734fde65f!8m2!3d12.9285501!4d77.545822?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9285501,""lng"":77.545822}",2021-02-05T20:29:07.930Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Voltas,,,Air conditioning system supplier,"29/2, Race Course Rd, Racecourse, Gandhi Nagar, Bengaluru, Karnataka 560001",,"29/2, Race Course Rd","29/2, Race Course Rd",Bengaluru,560001,Karnataka,IN,"XHMH+JQ Bengaluru, Karnataka",,,,,,265,ChIJNyFFAxQWrjsREAy5rUhLfP4,"https://www.google.com/maps/place/Voltas/@12.9840681,77.5772562,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae161403452137:0xfe7c4b48adb90c10!8m2!3d12.9840681!4d77.5794449?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9840681,""lng"":77.5794449}",2021-02-05T20:28:54.067Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
World Of Titan,,4.4,Watch store,"floor, Shop No. 26A, Brigade Orion Mall, ground, 26/1, 80 Feet Rd, Malleshwaram, Bengaluru, Karnataka 560055",Orion Mall,"floor, Shop No. 26A, Brigade Orion Mall, ground, 26/1, 80 Feet Rd","floor, Shop No. 26A, Brigade Orion Mall, ground, 26/1, 80 Feet Rd",Bengaluru,560055,Karnataka,IN,"2H64+62 Bengaluru, Karnataka",titan.co.in,080 2268 2072,,,,263,ChIJC0CcvHg9rjsRV7pj03cFoqE,"https://www.google.com/maps/place/World+Of+Titan/@13.010533,77.5529303,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d78bc9c400b:0xa1a20577d363ba57!8m2!3d13.010533!4d77.555119?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.010533,""lng"":77.555119}",2021-02-05T20:29:11.292Z,,,800,800,"[""https://lh5.googleusercontent.com/p/AF1QipPj7hbyheOd7yRy0P8exe8IUPXaNz6WtQ2QWOlI=w1920-h1080-k-no""]"
Ashok Leyland,,4,Truck topper supplier,"G.G.Palya Branch, Tumkur Rd, Yesvantpur Industrial Suburb, Yeswanthpur, Bengaluru, Karnataka 560022",,"G.G.Palya Branch, Tumkur Rd","G.G.Palya Branch, Tumkur Rd",Bengaluru,560022,Karnataka,IN,"2GGR+WR Bengaluru, Karnataka",ashokleyland.com,080 2346 4316,,,,261,ChIJRTWyg2s9rjsRnfFInVZzEHU,"https://www.google.com/maps/place/Ashok+Leyland/@13.0273053,77.5398811,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d6b83b23545:0x751073569d48f19d!8m2!3d13.0273053!4d77.5420698?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0273053,""lng"":77.5420698}",2021-02-05T20:29:18.530Z,,,249,249,"[""https://lh5.googleusercontent.com/p/AF1QipMc4bR1jMESy1sThJGNzByoFzgrb9kOTL_Jd_xO=w1920-h1080-k-no""]"
HYPERCITY-BENGALURU-ORION MALL,,3,Hypermarket,"HYPERCITY-BENGALURU-ORION MALL ORION MALL BRIGADE GATEWAY, 26/1, Dr Rajkumar Rd, Malleshwaram, Bengaluru, Karnataka 560055",,"HYPERCITY-BENGALURU-ORION MALL ORION MALL BRIGADE GATEWAY, 26/1, Dr Rajkumar Rd","HYPERCITY-BENGALURU-ORION MALL ORION MALL BRIGADE GATEWAY, 26/1, Dr Rajkumar Rd",Bengaluru,560055,Karnataka,IN,"2H64+5J Bengaluru, Karnataka",bigbazaar.com,,,,,260,ChIJ58ZIp-o9rjsRD5NwOeqlfVc,"https://www.google.com/maps/place/HYPERCITY-BENGALURU-ORION+MALL/@13.0104566,77.5543438,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3deaa748c6e7:0x577da5ea3970930f!8m2!3d13.0104566!4d77.5565325?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0104566,""lng"":77.5565325}",2021-02-05T20:29:20.037Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
COOLAIR SERVICE POINT,,5,Air conditioning contractor,,,,,,,,,,business.site,,,,,258,ChIJIwCEPaoVrjsR94m5Zu0DATM,"https://www.google.com/maps/place/COOLAIR+SERVICE+POINT/@12.9412605,77.3016447,10z/data=!3m1!4b1!4m5!3m4!1s0x3bae15aa3d840023:0x330103ed66b989f7!8m2!3d12.94141!4d77.58184?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.94141,""lng"":77.58184}",2021-02-05T20:29:31.821Z,,,2,2,"[""https://lh5.googleusercontent.com/p/AF1QipP6G7--fkniBXo6esbKAE3KLCWXLSYb9KXaUN1m=w1920-h1080-k-no""]"
Bangalore Service Centre,,5,Washer & dryer repair service,"#390, Ground Floor, Aryan Complex, 3rd stage, Kalyan Nagar, Bengaluru, Karnataka 560043",,"#390, Ground Floor, Aryan Complex, 3rd stage","#390, Ground Floor, Aryan Complex, 3rd stage",Bengaluru,560043,Karnataka,IN,"2J9X+6W Bengaluru, Karnataka",bangalore24x7servicecentre.co.in,,,,,259,ChIJA52BirUXrjsRrp1ChX9MMDE,"https://www.google.com/maps/place/Bangalore+Service+Centre/@13.0180349,77.6476572,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17b58a819d03:0x31304c7f85429dae!8m2!3d13.0180349!4d77.6498459?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0180349,""lng"":77.6498459}",2021-02-05T20:29:32.489Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipMd6AgUgFdxGN42o6EKKgNFTPZ4yVCdaOtIvrk1=w1920-h1080-k-no""]"
Pitstop Car Service - Vijayanagar,,3.3,Car repair and maintenance,"40, 2, Nagarabhavi Main Rd, Govindaraja Nagar Ward, Govindarajanagar, Vijayanagar, Bengaluru, Karnataka 560040",,"40, 2, Nagarabhavi Main Rd","40, 2, Nagarabhavi Main Rd",Bengaluru,560040,Karnataka,IN,"XGGM+7F Bengaluru, Karnataka",getpitstop.com,080 4749 3501,,,,257,ChIJ33Cvzdw9rjsRC2QnQLUUp6g,"https://www.google.com/maps/place/Pitstop+Car+Service+-+Vijayanagar/@12.9756368,77.5314829,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3ddccdaf70df:0xa8a714b54027640b!8m2!3d12.9756368!4d77.5336716?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9756368,""lng"":77.5336716}",2021-02-05T20:29:32.794Z,,,78,78,"[""https://lh5.googleusercontent.com/p/AF1QipM1xs3WlUpPtB-3ezXj7IoYDNEWaJaAhN2lWGmS=w1920-h1080-k-no""]"
Apple iPhone iPad Macbook Service Center Mathikere Bangalore,,3.8,Mobile phone repair shop,"428, 5th Cross Rd, Gokula 1st Stage, Nanjappa Reddy Colony, Yeswanthpur, Bengaluru, Karnataka 560022",,"428, 5th Cross Rd","428, 5th Cross Rd",Bengaluru,560022,Karnataka,IN,"2HG5+JC Bengaluru, Karnataka",apple.com,,,,,256,ChIJHbjUzmM9rjsRGpPXG5j8kQk,"https://www.google.com/maps/place/Apple+iPhone+iPad+Macbook+Service+Center+Mathikere+Bangalore/@13.0265653,77.5563696,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d63ced4b81d:0x991fc981bd7931a!8m2!3d13.0265653!4d77.5585583?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0265653,""lng"":77.5585583}",2021-02-05T20:29:39.374Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Corporation Nursing Home,,3,Nursing home,"775, 8th Cross Rd, Govindaraja Nagar Ward, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040",,"775, 8th Cross Rd","775, 8th Cross Rd",Bengaluru,560040,Karnataka,IN,"XGGV+W9 Bengaluru, Karnataka",,,,,,254,ChIJL-1Wk-g9rjsRRb1FfPLLt-s,"https://www.google.com/maps/place/Corporation+Nursing+Home/@12.9772655,77.5413027,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3de89356ed2f:0xebb7cbf27c45bd45!8m2!3d12.9772655!4d77.5434914?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9772655,""lng"":77.5434914}",2021-02-05T20:29:47.378Z,,,3,3,"[""https://lh5.googleusercontent.com/p/AF1QipOFin_gOOdp851hQJdpBBR2_k0xrk6ci2Wn5q2E=w1920-h1080-k-no""]"
