title,subTitle,totalScore,categoryName,address,locatedIn,neighborhood,street,city,postalCode,state,countryCode,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,reviewsCountText,reviewsCount,imageUrls
ETA Engineering Private Limited,,3.9,HVAC contractor,"No.4C, 215, 4th C Cross Rd, B Channasandra, East of NGEF Layout, Kasturi Nagar, Bengaluru, Karnataka 560043",,"No.4C, 215, 4th C Cross Rd","No.4C, 215, 4th C Cross Rd",Bengaluru,560043,Karnataka,IN,"2M46+RP Bengaluru, Karnataka",eta-engg.com,080 4180 2300,,,,103,ChIJgTTHgQoRrjsRJEjaYfKKJAQ,"https://www.google.com/maps/place/ETA+Engineering+Private+Limited/@13.0071006,77.659682,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae110a81c73481:0x4248af261da4824!8m2!3d13.0071006!4d77.6618707?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":13.0071006,""lng"":77.6618707}",2021-02-05T17:58:56.919Z,,,26,26,"[""https://lh5.googleusercontent.com/p/AF1QipNcQTWYL2e9o_nDIxFjiB7ME6i0lX2Civ0OenDC=w1920-h1080-k-no""]"
Vguard Voltage Stabilizer Distributor Co.,,4.8,Electronics wholesaler,"84 JC road manish tower 1 floor Shop No B08-C, Bengaluru, Karnataka 560002",,84 JC road manish tower 1 floor Shop No B08-C,84 JC road manish tower 1 floor Shop No B08-C,Bengaluru,560002,Karnataka,IN,"XH6M+27 Bengaluru, Karnataka",vguard.in,094495 27030,,,,155,ChIJQwlGOecVrjsRoTK0Mx6BkiA,"https://www.google.com/maps/place/Vguard+Voltage+Stabilizer+Distributor+Co./@12.960038,77.5809923,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15e739460943:0x2092811e33b432a1!8m2!3d12.960038!4d77.583181?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.960038,""lng"":77.583181}",2021-02-05T17:59:00.143Z,,,82,82,"[""https://lh5.googleusercontent.com/p/AF1QipNi59IJlHF6T9Q6A6pq2sLycidF3qXyHsBEt4JX=w1920-h1080-k-no""]"
Staycool heating and airconditioning,,,HVAC contractor,"No 15, 3rd Main Rd, Tavarekere, Chikka Adugodi, Brindavan Nagar, S.G. Palya, Bengaluru, Karnataka 560029",,"No 15, 3rd Main Rd","No 15, 3rd Main Rd",Bengaluru,560029,Karnataka,IN,"WJH6+34 Bengaluru, Karnataka",,,,,,104,ChIJScyy894VrjsRxutnVNxrpLs,"https://www.google.com/maps/place/Staycool+heating+and+airconditioning/@12.927732,77.608071,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15def3b2cc49:0xbba46bdc5467ebc6!8m2!3d12.927732!4d77.6102597?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.927732,""lng"":77.6102597}",2021-02-05T17:58:46.844Z,,,,,"[""https://lh5.googleusercontent.com/p/AF1QipMQ-7VY20_aQw1CR5H9w3vRFxJZzTYjd07eLlGB=w1920-h1080-k-no""]"
A to Z CAR AC,,4.7,Air conditioning repair service,"Huskur Rd, Electronic City Phase II, Electronic City, Bengaluru, Karnataka 560100",,Huskur Rd,Huskur Rd,Bengaluru,560100,Karnataka,IN,"RMPJ+VP Bengaluru, Karnataka",,099161 99342,,,,150,ChIJA4vS4PVsrjsRUqZgs2rdWS0,"https://www.google.com/maps/place/A+to+Z+CAR+AC/@12.837171,77.6796618,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae6cf5e0d28b03:0x2d59dd6ab360a652!8m2!3d12.837171!4d77.6818505?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.837171,""lng"":77.6818505}",2021-02-05T17:59:16.136Z,,,206,206,"[""https://lh5.googleusercontent.com/p/AF1QipPmdx-XOahfwbPYScYF36Tk0gjGesotmqV012-O=w1920-h1080-k-no""]"
lg ac refrigerator service,,3.2,Appliance repair service,"Nelamangala - Majestic Service Rd, APMC Yard, Yesvantpur Industrial Suburb, Mah, Bengaluru, Karnataka 560022",,Nelamangala - Majestic Service Rd,Nelamangala - Majestic Service Rd,Bengaluru,560022,Karnataka,IN,"2GQ9+VC Bengaluru, Karnataka",lg.com,,,,,148,ChIJMaMpASc9rjsR7kAkEgzVC_4,"https://www.google.com/maps/place/lg+ac+refrigerator+service/@13.0396307,77.5164276,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d270129a331:0xfe0bd50c122440ee!8m2!3d13.0396307!4d77.5186163?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":13.0396307,""lng"":77.5186163}",2021-02-05T17:59:16.919Z,,,5,5,"[""https://lh5.googleusercontent.com/p/AF1QipPbeskVL30VKRoLWTGbpAtOKysrEKT7q7fltbha=w1920-h1080-k-no""]"
Washing Machine and Refrigerator and Microwave oven and AC Service Center in Dodakattappa,,1,Washer & dryer repair service,"Hanumaiah Reddy Road, Dodakattappa, Halasuru, Karnataka 560008",,Hanumaiah Reddy Road,Hanumaiah Reddy Road,Halasuru,560008,Karnataka,IN,"XJHG+4M Halasuru, Karnataka",onida.com,,,,,154,ChIJ9bd5Z1IXrjsR9t8k13HpKi0,"https://www.google.com/maps/place/Washing+Machine+and+Refrigerator+and+Microwave+oven+and+AC+Service+Center+in+Dodakattappa/@12.9778731,77.6245357,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17526779b7f5:0x2d2ae971d724dff6!8m2!3d12.9778731!4d77.6267244?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9778731,""lng"":77.6267244}",2021-02-05T17:59:17.058Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipNHqTewq5yCWHuLpSYbXPvJDfXTR1EcBPn66mTz=w1920-h1080-k-no""]"
M.M Electrical Air Conditioner Works,,5,Electrical repair shop,"15th Main, Indranagar HAL IInd Stagae, 100 Feet Rd, Doopanahalli, Kodihalli, Bengaluru, Karnataka 560008",,"15th Main, Indranagar HAL IInd Stagae, 100 Feet Rd","15th Main, Indranagar HAL IInd Stagae, 100 Feet Rd",Bengaluru,560008,Karnataka,IN,"XJ8R+JQ Bengaluru, Karnataka",,080 4115 5336,,,,153,ChIJS9GC1RwUrjsRZhilZvHDUHQ,"https://www.google.com/maps/place/M.M+Electrical+Air+Conditioner+Works/@12.9665988,77.6397803,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae141cd582d14b:0x7450c3f166a51866!8m2!3d12.9665988!4d77.641969?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9665988,""lng"":77.641969}",2021-02-05T17:59:17.532Z,,,2,2,"[""https://lh3.googleusercontent.com/proxy/sLiNV_XIn5ZM8XM3kcsey99ROKY0JYGCs-iZrs9_mVop9KiGnFlQFeyQUu15z5pUrfAr6-i3yT6Jdzi6fzeEFC7CxTcLzRZZy4oSgRyC_TKhrkil8GZDVGjwLNgtE7m11Jo7rBBKsLhYbpFVACGJjexdGls=w1920-h1080-k-no""]"
Super Cool Industries,,,Air conditioning contractor,"55/11, Gg Road, Ejipura Main Road, Ejipura Main Road, Bengaluru, Karnataka 560047",,"55/11, Gg Road, Ejipura Main Road, Ejipura Main Road","55/11, Gg Road, Ejipura Main Road, Ejipura Main Road",Bengaluru,560047,Karnataka,IN,,,080 2571 2545,,,,101,ChIJAXZBFkAUrjsRanzTMjhnEF0,"https://www.google.com/maps/place/Super+Cool+Industries/@12.95237,77.6027205,14z/data=!3m1!4b1!4m5!3m4!1s0x3bae144016417601:0x5d10673832d37c6a!8m2!3d12.9523706!4d77.6202301?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.9523706,""lng"":77.6202301}",2021-02-05T17:59:04.586Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Climate Care Solutions,,4.3,Air conditioning store,"Bus Stop, # 363, 19th Main Rd, near 1st Block, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010",,"Bus Stop, # 363, 19th Main Rd, near 1st Block","Bus Stop, # 363, 19th Main Rd, near 1st Block",Bengaluru,560010,Karnataka,IN,"2G3X+CX Bengaluru, Karnataka",business.site,070197 97816,,,,147,ChIJpb40X5E9rjsR10ilhL5k9iQ,"https://www.google.com/maps/place/Climate+Care+Solutions/@13.003566,77.5477883,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d915f34bea5:0x24f664be84a548d7!8m2!3d13.003566!4d77.549977?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":13.003566,""lng"":77.549977}",2021-02-05T17:59:22.140Z,,,16,16,"[""https://lh5.googleusercontent.com/p/AF1QipMh3vX7bfRuek10Vr_eV6rrq4iUoePOWqfvCKmG=w1920-h1080-k-no""]"
SAIPRIYA BANGALORE AGENCIES PVT LTD,,4.3,Air conditioning store,"879, Dr MC Modi Hospital Rd, West of Chord Road 2nd Stage, West of Chord Road, Stage 2, Basaveshwar Nagar, Bengaluru, Karnataka 560079",,"879, Dr MC Modi Hospital Rd","879, Dr MC Modi Hospital Rd",Bengaluru,560079,Karnataka,IN,"XGXV+74 Bengaluru, Karnataka",saipriyaagencies.com,,,,,142,ChIJH4CcY5c9rjsRuVqoT9FNlNk,"https://www.google.com/maps/place/SAIPRIYA+BANGALORE+AGENCIES+PVT+LTD/@12.9982003,77.5406845,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d97639c801f:0xd9944dd14fa85ab9!8m2!3d12.9982003!4d77.5428732?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9982003,""lng"":77.5428732}",2021-02-05T17:59:40.958Z,,,45,45,"[""https://lh5.googleusercontent.com/p/AF1QipMK2Q4DADw9kwLrpZmoneGenBHtKHlT9s9UTkba=w1920-h1080-k-no""]"
A C E Enterprises,,4,Air conditioning contractor,"# 1664, Vrushabhavathi Nagar, 3rd Cross, Behind Laxmi Vallabha Kalyan Mantap, 3rd Cross, Bengaluru, Karnataka 560079",,"# 1664, Vrushabhavathi Nagar, 3rd Cross, Behind Laxmi Vallabha Kalyan Mantap, 3rd Cross","# 1664, Vrushabhavathi Nagar, 3rd Cross, Behind Laxmi Vallabha Kalyan Mantap, 3rd Cross",Bengaluru,560079,Karnataka,IN,,,080 2340 7605,,,,146,ChIJE8R9PncWrjsRST4j7fG9KV0,"https://www.google.com/maps/place/A+C+E+Enterprises/@12.9714488,77.3143674,10z/data=!3m1!4b1!4m5!3m4!1s0x3bae16773e7dc413:0x5d29bdf1ed233e49!8m2!3d12.9715987!4d77.5945627?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9715987,""lng"":77.5945627}",2021-02-05T17:59:42.870Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
ARS Cooling - AC | Refrigerator | repair and service,,5,Air conditioning repair service,"NO.12 SHOP NO.4 ANS COMPLEX, opposite SHOBA CLOVELY APARTMENT, Brindavan Layout, Uttarahalli Hobli, Bengaluru, Karnataka 560061",,"NO.12 SHOP NO.4 ANS COMPLEX, opposite SHOBA CLOVELY APARTMENT","NO.12 SHOP NO.4 ANS COMPLEX, opposite SHOBA CLOVELY APARTMENT",Bengaluru,560061,Karnataka,IN,"WH64+PP Bengaluru, Karnataka",arscoolingsolutions.com,091413 67792,,,,145,ChIJY0bj19Y_rjsR1_-ZS9m6Si4,"https://www.google.com/maps/place/ARS+Cooling+-+AC+%7C+Refrigerator+%7C+repair+and+service/@12.9117672,77.5546391,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3fd6d7e34663:0x2e4abad94b99ffd7!8m2!3d12.9117672!4d77.5568278?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9117672,""lng"":77.5568278}",2021-02-05T17:59:50.121Z,,,68,68,"[""https://lh5.googleusercontent.com/p/AF1QipN0iXNgEz9DUrR6IP7H78dh-KuWTekGzwhvJAHx=w1920-h1080-k-no""]"
Cryogenics,,4.4,HVAC contractor,"5th Cross Rd, Shankarapura, Bengaluru, Karnataka 560004",,5th Cross Rd,5th Cross Rd,Bengaluru,560004,Karnataka,IN,"XH2C+28 Bengaluru, Karnataka",,080 2242 9206,,,,143,ChIJE8R9PncWrjsR5BVXtTLc77k,"https://www.google.com/maps/place/Cryogenics/@12.9500397,77.568685,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16773e7dc413:0xb9efdc32b55715e4!8m2!3d12.9500397!4d77.5708737?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!3m1!4b1!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9500397,""lng"":77.5708737}",2021-02-05T17:59:51.127Z,,,23,23,"[""https://lh5.googleusercontent.com/p/AF1QipOvXDZlrDSsg26x0s2dPpvUu8YvKMnsaD6B372l=w1920-h1080-k-no""]"
Slv Service and Repairing Center,,4.7,Refrigerator repair service,"No 23, Singh Complex, Devi Circle, Vidyaranyapura Main Rd, Vidyaranyapura, Bengaluru, Karnataka 560097",,"No 23, Singh Complex, Devi Circle, Vidyaranyapura Main Rd","No 23, Singh Complex, Devi Circle, Vidyaranyapura Main Rd",Bengaluru,560097,Karnataka,IN,"3HP4+C8 Bengaluru, Karnataka",business.site,,,,,195,ChIJL3rjfBUjrjsRx0kbDrTkGsk,"https://www.google.com/maps/place/Slv+Service+and+Repairing+Center/@13.0860308,77.5535851,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae23157ce37a2f:0xc91ae4b40e1b49c7!8m2!3d13.0860308!4d77.5557738?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":13.0860308,""lng"":77.5557738}",2021-02-05T18:00:09.937Z,,,15,15,"[""https://lh5.googleusercontent.com/p/AF1QipMJ_jnIl17PPYou4a8nrVwaqW5YlqHRTbmA6Xdi=w1920-h1080-k-no""]"
A C Enterprises,,,Washer & dryer repair service,"S311, Manipal South Block, Dickenson Road, Dickenson Road, Bengaluru, Karnataka 560042",,"S311, Manipal South Block, Dickenson Road, Dickenson Road","S311, Manipal South Block, Dickenson Road, Dickenson Road",Bengaluru,560042,Karnataka,IN,,,080 2226 1500,1,,,200,ChIJrbT-r4gWrjsRKmQ7sTZsrPE,"https://www.google.com/maps/place/A+C+Enterprises/@12.9800555,77.6040629,15z/data=!3m1!4b1!4m5!3m4!1s0x3bae1688affeb4ad:0xf1ac6c36b13b642a!8m2!3d12.9800556!4d77.6128177?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.9800556,""lng"":77.6128177}",2021-02-05T17:59:57.016Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Yeti Refrigeration Pvt Ltd,,4.3,Air conditioning repair service,"18/21, Beratara Agrahara, Hosur Main Road, Bengaluru, Karnataka 560100",,"18/21, Beratara Agrahara, Hosur Main Road","18/21, Beratara Agrahara, Hosur Main Road",Bengaluru,560100,Karnataka,IN,"VM64+XX Bengaluru, Karnataka",yetirefrigeration.com,080 2852 0364,,,,194,ChIJOzJTV7MUrjsRPqicbc31f-0,"https://www.google.com/maps/place/Yeti+Refrigeration+Pvt+Ltd/@12.8624006,77.6552266,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae14b35753323b:0xed7ff5cd6d9ca83e!8m2!3d12.8624006!4d77.6574153?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.8624006,""lng"":77.6574153}",2021-02-05T18:00:17.742Z,,,42,42,"[""https://lh5.googleusercontent.com/p/AF1QipMLjC1EsJDcsaQiQa3q_KLPqReiXTbPtSj0kMN0=w1920-h1080-k-no""]"
Ac service,,,Air conditioning repair service,"Teachers Colony, Chandapura, Bommasandra, Karnataka 560099",,,,Bommasandra,560099,Karnataka,IN,"QPX4+RW Bommasandra, Karnataka",,,,,,197,ChIJFRCt02ptrjsRBqn-uNMhqbA,"https://www.google.com/maps/place/Ac+service/@12.7995981,77.7051022,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae6d6ad3ad1015:0xb0a921d3b8fea906!8m2!3d12.7995981!4d77.7072909?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.7995981,""lng"":77.7072909}",2021-02-05T18:00:06.811Z,,,,,"[""https://lh5.googleusercontent.com/p/AF1QipPYdVA5ggNT_frFDkN38VkyzAYqnnwrzNYFLFDk=w1920-h1080-k-no""]"
R.N CAR WORKS,,5,Air conditioning repair service,"Takes Town, #29, Chick Bazaar Rd, near Modi Masjid, Swamy Shivanandapuram, Shivaji Nagar, Bengaluru, Karnataka 560051",,"Takes Town, #29, Chick Bazaar Rd, near Modi Masjid","Takes Town, #29, Chick Bazaar Rd, near Modi Masjid",Bengaluru,560051,Karnataka,IN,"XHPX+3X Bengaluru, Karnataka",,099023 27867,,,,192,ChIJRV8f8j8XrjsRaPBw8EBgvEk,"https://www.google.com/maps/place/R.N+CAR+WORKS/@12.9851752,77.5976962,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae173ff21f5f45:0x49bc6040f070f068!8m2!3d12.9851752!4d77.5998849?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.9851752,""lng"":77.5998849}",2021-02-05T18:00:25.766Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Cool Care,,,Air conditioning contractor,"4, Nanjundeshwara Building, New Thippasandra Main Rd, New Tippasandra, Bengaluru, Karnataka 560075",,"4, Nanjundeshwara Building, New Thippasandra Main Rd","4, Nanjundeshwara Building, New Thippasandra Main Rd",Bengaluru,560075,Karnataka,IN,"XJFX+48 Bengaluru, Karnataka",,080 4115 3620,,,,198,ChIJ5-u72qoWrjsR0FnrAdPIQkQ,"https://www.google.com/maps/place/Cool+Care/@12.972817,77.6460783,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16aadabbebe7:0x4442c8d301eb59d0!8m2!3d12.972817!4d77.648267?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.972817,""lng"":77.648267}",2021-02-05T18:00:10.994Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
MAK Cooling Solutions,,3.4,Air conditioning repair service,"No 007 Ground floor Sri Nilaya Opp Diana Convent School, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560068",,No 007 Ground floor Sri Nilaya Opp Diana Convent School,No 007 Ground floor Sri Nilaya Opp Diana Convent School,Bengaluru,560068,Karnataka,IN,"VJWV+M4 Bengaluru, Karnataka",,097409 19362,,,,193,ChIJ139wRaMUrjsR0e9uUpjRkj4,"https://www.google.com/maps/place/MAK+Cooling+Solutions/@12.8967469,77.6406497,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae14a345707fd7:0x3e92d198526eefd1!8m2!3d12.8967469!4d77.6428384?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.8967469,""lng"":77.6428384}",2021-02-05T18:00:26.894Z,,,16,16,"[""https://lh5.googleusercontent.com/p/AF1QipPR5EJnzXQnFDMIDG482x9FNI7AaCot0xTCDMfr=w1920-h1080-k-no""]"
Snap Cool System,,4.2,Air conditioning repair service,"54, 5th Main Road, 8th Cross St, Kanaka Nagar, Bengaluru, Karnataka 560032",,"54, 5th Main Road, 8th Cross St","54, 5th Main Road, 8th Cross St",Bengaluru,560032,Karnataka,IN,"2JM4+QG Bengaluru, Karnataka",snap-cool-system.business.site,097399 51527,,,,190,ChIJL_EH9rkXrjsRChWVebMAoLc,"https://www.google.com/maps/place/Snap+Cool+System/@13.0344695,77.6041365,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17b9f607f12f:0xb7a000b37995150a!8m2!3d13.0344695!4d77.6063252?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":13.0344695,""lng"":77.6063252}",2021-02-05T18:00:32.974Z,,,5,5,"[""https://lh5.googleusercontent.com/p/AF1QipMHkBFqx9J3hSav9urPq6kFqu6nL2qwLKD3zsM=w1920-h1080-k-no""]"
Samsung Air conditioner repair center in Nehru Puram,,,Air conditioning repair service,"Nehru Puram, Sulthangunta, Shivaji Nagar, Bengaluru, Karnataka 560051",,,,Bengaluru,560051,Karnataka,IN,"XJR5+93 Bengaluru, Karnataka",,,,,,191,ChIJ-1QS2QUXrjsRZsHURI1_1a0,"https://www.google.com/maps/place/Samsung+Air+conditioner+repair+center+in+Nehru+Puram/@12.9909093,77.6054859,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1705d91254fb:0xadd57f8d44d4c166!8m2!3d12.9909093!4d77.6076746?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.9909093,""lng"":77.6076746}",2021-02-05T18:00:26.950Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
A S Cars AC Gas Filling,,4.3,Car repair and maintenance,"Broadway Road, #100, HKP Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka 560051",,"Broadway Road, #100, HKP Road","Broadway Road, #100, HKP Road",Bengaluru,560051,Karnataka,IN,"XHRX+JX Bengaluru, Karnataka",,077956 13419,,,,185,ChIJtWJhtGAWrjsRazIxsKeRKUg,"https://www.google.com/maps/place/A+S+Cars+AC+Gas+Filling/@12.9915808,77.5977854,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1660b46162b5:0x482991a7b031326b!8m2!3d12.9915808!4d77.5999741?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.9915808,""lng"":77.5999741}",2021-02-05T18:00:47.918Z,,,17,17,"[""https://lh5.googleusercontent.com/p/AF1QipPvuvd2PonJ6IxpzevhjeOeFpJvJNm83Zw3d_ke=w1920-h1080-k-no""]"
Washing Machine and Refrigerator and Microwave oven and AC Repair Center in Garvebhavi Palya,,4,Washer & dryer repair service,"Harinivasa Paradise, Munireddy layout, Hosapalaya, Garvebhavi Palya, Bengaluru, Karnataka 560068",,Harinivasa Paradise,Harinivasa Paradise,Bengaluru,560068,Karnataka,IN,"VJWR+4H Bengaluru, Karnataka",godrejappliances.com,,,,,182,ChIJVWAgnE8VrjsRuC8_is0kb9k,"https://www.google.com/maps/place/Washing+Machine+and+Refrigerator+and+Microwave+oven+and+AC+Repair+Center+in+Garvebhavi+Palya/@12.8952882,77.6392531,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae154f9c206055:0xd96f24cd8a3f2fb8!8m2!3d12.8952882!4d77.6414418?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.8952882,""lng"":77.6414418}",2021-02-05T18:00:47.923Z,,,2,2,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Washing Machine and Refrigerator and Microwave oven and AC Service Center In Jayamahal,,,Washer & dryer repair service,"Neeladri Apartments, Mahal, J C Nagar, 2, Nandi Durga Rd, Jayamahal, Bengaluru, Karnataka 560040",,"Neeladri Apartments, Mahal, J C Nagar, 2, Nandi Durga Rd","Neeladri Apartments, Mahal, J C Nagar, 2, Nandi Durga Rd",Bengaluru,560040,Karnataka,IN,"2H3X+53 Bengaluru, Karnataka",samsung.com,,,,,188,ChIJz38lQ9QXrjsRc97LAUpDrN4,"https://www.google.com/maps/place/Washing+Machine+and+Refrigerator+and+Microwave+oven+and+AC+Service+Center+In+Jayamahal/@13.0029188,77.5954984,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17d443257fcf:0xdeac434a01cbde73!8m2!3d13.0029188!4d77.5976871?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":13.0029188,""lng"":77.5976871}",2021-02-05T18:00:34.870Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
SD air-condition services,,,Office equipment repair service,"#11/07, 1st floor, 18th cross, 24th Main Rd, 5th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",,"#11/07, 1st floor, 18th cross, 24th Main Rd","#11/07, 1st floor, 18th cross, 24th Main Rd",Bengaluru,560078,Karnataka,IN,"WH4Q+68 Bengaluru, Karnataka",,,,,,183,ChIJ1cp3_s4VrjsRjaggYG7sSbY,"https://www.google.com/maps/place/SD+air-condition+services/@12.905603,77.5860873,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15cefe77cad5:0xb649ec6e6020a88d!8m2!3d12.905603!4d77.588276?hl=en","https://www.google.com/maps/search/AC+Repair+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",AC Repair in Bangalore,"{""lat"":12.905603,""lng"":77.588276}",2021-02-05T18:00:44.219Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
